time_utc,mode,event,signal_side,position_side,position_size,position_entry_px,target_bid,target_ask,target_mid,target_bid_sz,target_ask_sz,target_book_time_ms,target_recv_time_ms,target_oracle,target_mark,reference_bid,reference_ask,reference_mid,reference_bid_sz,reference_ask_sz,reference_book_time_ms,reference_recv_time_ms,reference_oracle,reference_mark,gross_edge_bps,oracle_gap_bps,target_spread_bps,target_book_age_ms,reference_book_age_ms
2026-08-24T10:14:48.244Z,live,snapshot,,,,,88.967,89.074,89.0205000000,0.53,0.66,1787566485810,1787566486693,89.3247,89.0868,89.004,89.094,89.0490000000,7.36,11.23,1787566485810,1787566486991,89.187,89.039,,,,,
2026-08-24T10:14:49.310Z,live,snapshot,,,,,88.967,89.074,89.0205000000,0.53,0.66,1787566485810,1787566486693,89.3247,89.0856,89.004,89.094,89.0490000000,7.36,11.23,1787566485810,1787566486991,89.187,89.039,,,,,
2026-08-24T10:14:50.455Z,live,snapshot,,,,,88.967,89.074,89.0205000000,0.53,0.66,1787566485810,1787566486693,89.3247,89.0856,89.004,89.094,89.0490000000,7.36,11.23,1787566485810,1787566486991,89.187,89.039,,,,,
2026-08-24T10:14:51.480Z,live,snapshot,,,,,88.967,89.074,89.0205000000,0.53,0.66,1787566485810,1787566486693,89.3247,89.0844,89.004,89.094,89.0490000000,7.36,11.23,1787566485810,1787566486991,89.187,89.039,,,,,
2026-08-24T10:14:52.553Z,live,snapshot,,,,,88.992,89.048,89.0200000000,20.0,477.17,1787566490833,1787566491745,89.3247,89.0844,89.004,89.094,89.0490000000,0.68,11.23,1787566490833,1787566492035,89.187,89.039,,,,,
2026-08-24T10:14:54.202Z,live,snapshot,,,,,88.992,89.048,89.0200000000,20.0,477.17,1787566490833,1787566491745,89.3247,89.0844,89.004,89.094,89.0490000000,0.68,11.23,1787566490833,1787566492035,89.187,89.039,,,,,
2026-08-24T10:14:55.469Z,live,snapshot,,,,,88.992,89.048,89.0200000000,20.0,477.17,1787566490833,1787566491745,89.3247,89.0836,89.004,89.094,89.0490000000,0.68,11.23,1787566490833,1787566492035,89.187,89.039,,,,,
2026-08-24T10:14:56.571Z,live,snapshot,,,,,88.992,89.048,89.0200000000,20.0,477.17,1787566490833,1787566491745,89.3247,89.0836,89.004,89.094,89.0490000000,0.68,11.23,1787566490833,1787566492035,89.187,89.039,,,,,
2026-08-24T10:14:57.574Z,live,snapshot,,,,,88.974,89.046,89.0100000000,20.83,477.17,1787566496283,1787566497067,89.3241,89.0812,89.004,89.094,89.0490000000,0.56,11.23,1787566496283,1787566497320,89.187,89.039,,,,,
2026-08-24T10:14:58.672Z,live,snapshot,,,,,88.974,89.046,89.0100000000,20.83,477.17,1787566496283,1787566497067,89.3241,89.0812,89.004,89.094,89.0490000000,0.56,11.23,1787566496283,1787566497320,89.186,89.039,,,,,
2026-08-24T10:15:00.419Z,live,snapshot,,,,,88.974,89.046,89.0100000000,20.83,477.17,1787566496283,1787566497067,89.3241,89.0812,89.004,89.094,89.0490000000,0.56,11.23,1787566496283,1787566497320,89.186,89.039,,,,,
2026-08-24T10:15:01.445Z,live,snapshot,,,,,88.974,89.046,89.0100000000,20.83,477.17,1787566496283,1787566497067,89.3234,89.0794,89.004,89.094,89.0490000000,0.56,11.23,1787566496283,1787566497320,89.186,89.039,,,,,
2026-08-24T10:15:02.725Z,live,snapshot,,,,,88.974,89.043,89.0085000000,20.83,0.84,1787566501664,1787566502141,89.3234,89.0794,89.004,89.096,89.0500000000,0.56,11.23,1787566501664,1787566502407,89.186,89.096,,,,,
2026-08-24T10:15:03.865Z,live,snapshot,,,,,88.974,89.043,89.0085000000,20.83,0.84,1787566501664,1787566502141,89.3234,89.0781,89.004,89.096,89.0500000000,0.56,11.23,1787566501664,1787566502407,89.186,89.096,,,,,
2026-08-24T10:15:04.894Z,live,snapshot,,,,,88.974,89.043,89.0085000000,20.83,0.84,1787566501664,1787566502141,89.3234,89.0781,89.004,89.096,89.0500000000,0.56,11.23,1787566501664,1787566502407,89.186,89.096,,,,,
2026-08-24T10:15:06.632Z,live,snapshot,,,,,88.974,89.043,89.0085000000,20.83,0.84,1787566501664,1787566502141,89.3234,89.0781,89.004,89.096,89.0500000000,0.56,11.23,1787566501664,1787566502407,89.186,89.096,,,,,
2026-08-24T10:15:07.635Z,live,snapshot,,,,,88.974,89.043,89.0085000000,20.83,0.84,1787566501664,1787566502141,89.3228,89.076,89.004,89.096,89.0500000000,0.56,11.23,1787566501664,1787566502407,89.186,89.096,,,,,
2026-08-24T10:15:08.744Z,live,snapshot,,,,,88.979,89.042,89.0105000000,20.84,477.17,1787566507047,1787566507890,89.3228,89.076,89.004,89.096,89.0500000000,0.56,11.23,1787566507047,1787566508161,89.186,89.096,,,,,
2026-08-24T10:15:09.765Z,live,snapshot,,,,,88.979,89.042,89.0105000000,20.84,477.17,1787566507047,1787566507890,89.3228,89.0746,89.004,89.096,89.0500000000,0.56,11.23,1787566507047,1787566508161,89.186,89.096,,,,,
2026-08-24T10:15:10.790Z,live,snapshot,,,,,88.979,89.042,89.0105000000,20.84,477.17,1787566507047,1787566507890,89.3228,89.0746,89.004,89.096,89.0500000000,0.56,11.23,1787566507047,1787566508161,89.186,89.089,,,,,
2026-08-24T10:15:12.817Z,live,snapshot,,,,,88.979,89.042,89.0105000000,20.84,477.17,1787566507047,1787566507890,89.3221,89.0727,89.004,89.096,89.0500000000,0.56,11.23,1787566507047,1787566508161,89.186,89.089,,,,,
2026-08-24T10:15:13.840Z,live,snapshot,,,,,88.979,89.042,89.0105000000,20.84,477.17,1787566507047,1787566507890,89.3221,89.0727,89.004,89.096,89.0500000000,0.56,11.23,1787566507047,1787566508161,89.186,89.039,,,,,
2026-08-24T10:15:14.930Z,live,snapshot,,,,,88.979,89.034,89.0065000000,20.0,0.85,1787566512449,1787566513840,89.3221,89.0714,88.996,89.085,89.0405000000,4.13,73.37,1787566512449,1787566514120,89.186,89.039,,,,,
2026-08-24T10:15:16.036Z,live,snapshot,,,,,88.979,89.034,89.0065000000,20.0,0.85,1787566512449,1787566513840,89.3221,89.0714,88.996,89.085,89.0405000000,4.13,73.37,1787566512449,1787566514120,89.186,89.039,,,,,
2026-08-24T10:15:17.213Z,live,snapshot,,,,,88.979,89.034,89.0065000000,20.0,0.85,1787566512449,1787566513840,89.3214,89.0693,88.996,89.085,89.0405000000,4.13,73.37,1787566512449,1787566514120,89.186,89.039,,,,,
2026-08-24T10:15:18.945Z,live,snapshot,,,,,88.979,89.034,89.0065000000,20.0,0.85,1787566512449,1787566513840,89.3214,89.0693,88.996,89.085,89.0405000000,4.13,73.37,1787566512449,1787566514120,89.186,89.039,,,,,
2026-08-24T10:15:19.966Z,live,snapshot,,,,,88.979,89.032,89.0055000000,20.0,0.85,1787566517864,1787566519447,89.3214,89.0693,88.996,89.081,89.0385000000,4.13,15.25,1787566517864,1787566519702,89.186,89.039,,,,,
