time_utc,mode,event,connection_seq,pair,target_coin,reference_coin,reference_scale,signal_side,position_side,position_size,position_entry_px,target_bid,target_ask,target_mid,target_bid_sz,target_ask_sz,target_book_time_ms,target_recv_time_ms,target_recv_lag_ms,target_oracle,target_mark,reference_bid,reference_ask,reference_mid,reference_bid_sz,reference_ask_sz,reference_book_time_ms,reference_recv_time_ms,reference_recv_lag_ms,cross_recv_skew_ms,reference_oracle,reference_mark,long_edge_bps,short_edge_bps,best_edge_bps,gross_edge_bps,oracle_gap_bps,target_spread_bps,target_book_age_ms,reference_book_age_ms,target_book_is_fresh,reference_book_is_fresh,pair_is_synchronized
2026-08-31T14:02:41.535Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1529.5,1529.7,1529.6000000000,0.8184,0.2993,1788184959524,1788184960316,792,1528.3,1528.7,1528.9000000000,1529.0000000000,1528.9500000000,3.497,0.38,1788184959524,1788184960347,823,31,1528.6,1528.6,-5.232349,3.270218,3.270218,,-4.251284,1.307531,2011,2011,false,false,true
2026-08-31T14:02:43.208Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1529.5,1529.7,1529.6000000000,0.8184,0.2993,1788184959524,1788184960316,792,1528.8,1528.9,1528.9000000000,1529.0000000000,1528.9500000000,3.497,0.38,1788184959524,1788184960347,823,31,1528.6,1528.6,-5.232349,3.270218,3.270218,,-0.981065,1.307531,3684,3684,false,false,true
2026-08-31T14:02:44.584Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1528.6,1528.7,1528.6500000000,2.0,0.5135,1788184962272,1788184963208,936,1528.8,1528.9,1527.6000000000,1528.1000000000,1527.8500000000,8.048,0.759,1788184962272,1788184963208,936,0,1528.5,1528.2,-7.199660,3.272573,3.272573,,6.217888,0.654172,2312,2312,false,false,true
2026-08-31T14:02:45.644Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1528.6,1528.7,1528.6500000000,2.0,0.5135,1788184962272,1788184963208,936,1528.9,1529.0,1527.6000000000,1528.1000000000,1527.8500000000,8.048,0.759,1788184962272,1788184963208,936,0,1528.5,1528.2,-7.199660,3.272573,3.272573,,6.872402,0.654172,3372,3372,false,false,true
2026-08-31T14:02:46.611Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1528.6,1528.7,1528.6500000000,2.0,0.5135,1788184962272,1788184963208,936,1528.9,1529.0,1527.6000000000,1528.1000000000,1527.8500000000,8.048,0.759,1788184962272,1788184963208,936,0,1528.5,1528.2,-7.199660,3.272573,3.272573,,6.872402,0.654172,4339,4339,false,false,true
2026-08-31T14:02:47.863Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1528.6,1528.7,1528.6500000000,2.0,0.5135,1788184962272,1788184963208,936,1528.9,1529.0,1527.6000000000,1528.1000000000,1527.8500000000,8.048,0.759,1788184962272,1788184963208,936,0,1527.6,1527.4,-7.199660,3.272573,3.272573,,6.872402,0.654172,5591,5591,false,false,true
2026-08-31T14:02:48.789Z,dry_run,snapshot,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1527.8,1527.9,1527.8500000000,0.5925,0.8078,1788184967553,1788184967996,443,1527.0,1528.1,1527.0000000000,1527.1000000000,1527.0500000000,103.344,20.63,1788184967553,1788184967996,443,0,1527.6,1527.4,-5.893717,4.584002,4.584002,,-0.327429,0.654515,1236,1236,true,true,true
2026-08-31T14:02:49.761Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1527.8,1527.9,1527.8500000000,0.5925,0.8078,1788184967553,1788184967996,443,1527.0,1528.1,1527.0000000000,1527.1000000000,1527.0500000000,103.344,20.63,1788184967553,1788184967996,443,0,1527.6,1527.4,-5.893717,4.584002,4.584002,,-0.327429,0.654515,2208,2208,false,false,true
2026-08-31T14:02:50.780Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1527.8,1527.9,1527.8500000000,0.5925,0.8078,1788184967553,1788184967996,443,1527.0,1528.1,1527.0000000000,1527.1000000000,1527.0500000000,103.344,20.63,1788184967553,1788184967996,443,0,1527.6,1527.6,-5.893717,4.584002,4.584002,,-0.327429,0.654515,3227,3227,false,false,true
2026-08-31T14:02:51.795Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1527.8,1527.9,1527.8500000000,0.5925,0.8078,1788184967553,1788184967996,443,1526.7,1527.9,1527.0000000000,1527.1000000000,1527.0500000000,103.344,20.63,1788184967553,1788184967996,443,0,1527.6,1527.6,-5.893717,4.584002,4.584002,,-2.292001,0.654515,4242,4242,false,false,true
2026-08-31T14:02:52.982Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1527.8,1527.9,1527.8500000000,0.5925,0.8078,1788184967553,1788184967996,443,1526.7,1527.9,1527.0000000000,1527.1000000000,1527.0500000000,103.344,20.63,1788184967553,1788184967996,443,0,1527.6,1527.6,-5.893717,4.584002,4.584002,,-2.292001,0.654515,5429,5429,false,false,true
2026-08-31T14:02:53.492Z,dry_run,snapshot_stale,1,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,,,,1530.1,1530.5,1530.3000000000,3.9982,0.1933,1788184972951,1788184973492,541,1526.7,1527.9,1527.0000000000,1527.1000000000,1527.0500000000,103.344,20.63,1788184967553,1788184967996,443,5496,1527.6,1527.6,-22.920009,19.645722,19.645722,,-2.292001,2.613867,541,5939,true,false,false
