time_utc,event,mode,pair,target_coin,reference_coin,reference_scale,side,coin,size,price,order_notional,gross_edge_bps,oracle_gap_bps,pnl_bps,reason,target_bid,target_ask,target_mid,reference_bid,reference_ask,reference_mid,target_oracle,target_spread_bps,target_book_age_ms,reference_book_age_ms,raw_json
2026-08-24T13:02:49.706Z,error,live,para:UNITREE|xyz:UNITREE,para:UNITREE,xyz:UNITREE,1.0,,para:UNITREE,,,,,,,no close frame received or sent,88.287,88.336,88.3115000000,88.2790000000,88.3390000000,88.3090000000,88.676,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T13:02:49.706Z,error,live,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,io:SNDK,,,,,,,no close frame received or sent,1513.7,1513.8,1513.7500000000,1511.4000000000,1511.6000000000,1511.5000000000,1517.5,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T13:02:49.706Z,error,live,para:IREN|xyz:IREN,para:IREN,xyz:IREN,1.0,,para:IREN,,,,,,,no close frame received or sent,41.011,41.028,41.0195000000,40.9220000000,40.9960000000,40.9590000000,40.9,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T13:02:49.706Z,error,live,para:AVGO|xyz:AVGO,para:AVGO,xyz:AVGO,1.0,,para:AVGO,,,,,,,no close frame received or sent,364.53,365.91,365.2200000000,364.5000000000,364.6700000000,364.5850000000,364.61,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T13:02:49.706Z,error,live,para:AAOI|xyz:AAOI,para:AAOI,xyz:AAOI,1.0,,para:AAOI,,,,,,,no close frame received or sent,108.48,109.07,108.7750000000,108.7800000000,108.9000000000,108.8400000000,108.7401,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T13:02:49.706Z,error,live,mkts:US500|xyz:SP500,mkts:US500,xyz:SP500,0.1,,mkts:US500,,,,,,,no close frame received or sent,763.6,763.64,763.6200000000,765.0200000000,765.0300000000,765.0250000000,763.32,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T15:22:10.472Z,error,live,para:UNITREE|xyz:UNITREE,para:UNITREE,xyz:UNITREE,1.0,,para:UNITREE,,,,,,,no close frame received or sent,87.13,87.589,87.3595000000,87.4290000000,87.4920000000,87.4605000000,88.2508,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T15:22:10.472Z,error,live,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,io:SNDK,,,,,,,no close frame received or sent,1491.0,1491.1,1491.0500000000,1482.2000000000,1482.5000000000,1482.3500000000,1477.3,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T15:22:10.473Z,error,live,para:IREN|xyz:IREN,para:IREN,xyz:IREN,1.0,,para:IREN,,,,,,,no close frame received or sent,40.55,40.609,40.5795000000,40.5510000000,40.7660000000,40.6585000000,40.53,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T15:22:10.473Z,error,live,para:AVGO|xyz:AVGO,para:AVGO,xyz:AVGO,1.0,,para:AVGO,,,,,,,no close frame received or sent,362.99,369.11,366.0500000000,364.4800000000,364.8200000000,364.6500000000,365.0,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T15:22:10.473Z,error,live,para:AAOI|xyz:AAOI,para:AAOI,xyz:AAOI,1.0,,para:AAOI,,,,,,,no close frame received or sent,106.03,106.48,106.2550000000,106.0600000000,106.6900000000,106.3750000000,106.39,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T15:22:10.473Z,error,live,mkts:US500|xyz:SP500,mkts:US500,xyz:SP500,0.1,,mkts:US500,,,,,,,no close frame received or sent,763.88,763.89,763.8850000000,765.6400000000,765.6600000000,765.6500000000,764.76,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T17:07:02.289Z,error,live,para:UNITREE|xyz:UNITREE,para:UNITREE,xyz:UNITREE,1.0,,para:UNITREE,,,,,,,no close frame received or sent,87.04,87.097,87.0685000000,87.0540000000,87.0900000000,87.0720000000,87.2334,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T17:07:02.289Z,error,live,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,io:SNDK,,,,,,,no close frame received or sent,1481.4,1481.7,1481.5500000000,1480.1000000000,1480.3000000000,1480.2000000000,1480.1,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T17:07:02.289Z,error,live,para:IREN|xyz:IREN,para:IREN,xyz:IREN,1.0,,para:IREN,,,,,,,no close frame received or sent,41.037,41.053,41.0450000000,40.9300000000,41.0640000000,40.9970000000,41.0132,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T17:07:02.289Z,error,live,para:AVGO|xyz:AVGO,para:AVGO,xyz:AVGO,1.0,,para:AVGO,,,,,,,no close frame received or sent,361.42,362.5,361.9600000000,361.9200000000,362.0300000000,361.9750000000,362.05,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T17:07:02.289Z,error,live,para:AAOI|xyz:AAOI,para:AAOI,xyz:AAOI,1.0,,para:AAOI,,,,,,,no close frame received or sent,110.08,110.43,110.2550000000,110.1900000000,110.2400000000,110.2150000000,110.1201,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T17:07:02.289Z,error,live,mkts:US500|xyz:SP500,mkts:US500,xyz:SP500,0.1,,mkts:US500,,,,,,,no close frame received or sent,763.92,763.93,763.9250000000,766.1300000000,766.1400000000,766.1350000000,764.34,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T18:58:49.233Z,error,live,para:UNITREE|xyz:UNITREE,para:UNITREE,xyz:UNITREE,1.0,,para:UNITREE,,,,,,,no close frame received or sent,84.218,84.239,84.2285000000,84.1600000000,84.2200000000,84.1900000000,86.3141,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T18:58:49.233Z,error,live,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,io:SNDK,,,,,,,no close frame received or sent,1486.3,1486.5,1486.4000000000,1484.7000000000,1484.8000000000,1484.7500000000,1484.4,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T18:58:49.233Z,error,live,para:IREN|xyz:IREN,para:IREN,xyz:IREN,1.0,,para:IREN,,,,,,,no close frame received or sent,40.81,40.835,40.8225000000,40.8040000000,40.8910000000,40.8475000000,40.81,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T18:58:49.233Z,error,live,para:AVGO|xyz:AVGO,para:AVGO,xyz:AVGO,1.0,,para:AVGO,,,,,,,no close frame received or sent,360.27,361.56,360.9150000000,360.6400000000,360.7400000000,360.6900000000,360.7,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T18:58:49.233Z,error,live,para:AAOI|xyz:AAOI,para:AAOI,xyz:AAOI,1.0,,para:AAOI,,,,,,,no close frame received or sent,110.77,111.02,110.8950000000,110.7400000000,110.8100000000,110.7750000000,110.8397,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T18:58:49.233Z,error,live,mkts:US500|xyz:SP500,mkts:US500,xyz:SP500,0.1,,mkts:US500,,,,,,,no close frame received or sent,763.55,763.57,763.5600000000,765.2700000000,765.2800000000,765.2750000000,763.6,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T20:57:49.572Z,error,live,para:UNITREE|xyz:UNITREE,para:UNITREE,xyz:UNITREE,1.0,,para:UNITREE,,,,,,,no close frame received or sent,85.227,85.253,85.2400000000,85.1530000000,85.1900000000,85.1715000000,85.4216,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T20:57:49.572Z,error,live,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,io:SNDK,,,,,,,no close frame received or sent,1496.5,1496.7,1496.6000000000,1494.7000000000,1494.8000000000,1494.7500000000,1494.4,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T20:57:49.572Z,error,live,para:IREN|xyz:IREN,para:IREN,xyz:IREN,1.0,,para:IREN,,,,,,,no close frame received or sent,40.464,40.485,40.4745000000,40.4410000000,40.4850000000,40.4630000000,40.4149,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T20:57:49.572Z,error,live,para:AVGO|xyz:AVGO,para:AVGO,xyz:AVGO,1.0,,para:AVGO,,,,,,,no close frame received or sent,360.22,361.51,360.8650000000,360.7900000000,360.9100000000,360.8500000000,360.9,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T20:57:49.572Z,error,live,para:AAOI|xyz:AAOI,para:AAOI,xyz:AAOI,1.0,,para:AAOI,,,,,,,no close frame received or sent,110.34,110.61,110.4750000000,110.3500000000,110.4000000000,110.3750000000,110.32,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T20:57:49.572Z,error,live,mkts:US500|xyz:SP500,mkts:US500,xyz:SP500,0.1,,mkts:US500,,,,,,,no close frame received or sent,763.9,763.92,763.9100000000,765.8600000000,765.8700000000,765.8650000000,764.06,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T22:51:54.393Z,error,live,para:UNITREE|xyz:UNITREE,para:UNITREE,xyz:UNITREE,1.0,,para:UNITREE,,,,,,,no close frame received or sent,84.604,84.64,84.6220000000,84.5300000000,84.5490000000,84.5395000000,84.8432,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T22:51:54.393Z,error,live,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,io:SNDK,,,,,,,no close frame received or sent,1488.8,1489.1,1488.9500000000,1487.4000000000,1487.5000000000,1487.4500000000,1486.9,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T22:51:54.393Z,error,live,para:IREN|xyz:IREN,para:IREN,xyz:IREN,1.0,,para:IREN,,,,,,,no close frame received or sent,39.935,39.957,39.9460000000,39.9210000000,39.9940000000,39.9575000000,39.9,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T22:51:54.393Z,error,live,para:AVGO|xyz:AVGO,para:AVGO,xyz:AVGO,1.0,,para:AVGO,,,,,,,no close frame received or sent,358.31,359.54,358.9250000000,358.8100000000,358.8300000000,358.8200000000,358.9,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T22:51:54.393Z,error,live,para:AAOI|xyz:AAOI,para:AAOI,xyz:AAOI,1.0,,para:AAOI,,,,,,,no close frame received or sent,108.23,108.86,108.5450000000,108.4500000000,108.5100000000,108.4800000000,108.46,,,,"{""error"":""no close frame received or sent""}"
2026-08-24T22:51:54.393Z,error,live,mkts:US500|xyz:SP500,mkts:US500,xyz:SP500,0.1,,mkts:US500,,,,,,,no close frame received or sent,763.61,763.64,763.6250000000,765.4200000000,765.4500000000,765.4350000000,763.97,,,,"{""error"":""no close frame received or sent""}"
2026-08-25T00:34:13.927Z,error,live,para:UNITREE|xyz:UNITREE,para:UNITREE,xyz:UNITREE,1.0,,para:UNITREE,,,,,,,no close frame received or sent,85.453,85.483,85.4680000000,85.4020000000,85.4530000000,85.4275000000,85.7819,,,,"{""error"":""no close frame received or sent""}"
2026-08-25T00:34:13.927Z,error,live,io:SNDK|xyz:SNDK,io:SNDK,xyz:SNDK,1.0,,io:SNDK,,,,,,,no close frame received or sent,1484.2,1484.3,1484.2500000000,1483.2000000000,1483.4000000000,1483.3000000000,1482.0,,,,"{""error"":""no close frame received or sent""}"
2026-08-25T00:34:13.927Z,error,live,para:IREN|xyz:IREN,para:IREN,xyz:IREN,1.0,,para:IREN,,,,,,,no close frame received or sent,39.904,39.916,39.9100000000,39.8530000000,39.8690000000,39.8610000000,39.8301,,,,"{""error"":""no close frame received or sent""}"
2026-08-25T00:34:13.927Z,error,live,para:AVGO|xyz:AVGO,para:AVGO,xyz:AVGO,1.0,,para:AVGO,,,,,,,no close frame received or sent,358.39,359.55,358.9700000000,358.9800000000,359.0900000000,359.0350000000,358.91,,,,"{""error"":""no close frame received or sent""}"
